ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-04983,2023-06-16 23:39:00,2023-06-17 01:52:00,Technical,Login not working,Smart TV,Email,Resolved,Neutral,Agent_028,133,40,4,Medium,Refund Issued,No,No,Latin America,Standard,No
TKT-04984,2023-01-07 06:26:00,2023-01-07 11:49:00,Shipping,Wrong item delivered,Camera 4K,Chat,Resolved,Neutral,Agent_016,323,5,5,High,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-04985,2024-07-29 19:22:00,2024-07-29 21:41:00,Billing,Subscription not cancelled,Camera 4K,Chat,Closed,Neutral,Agent_046,139,56,3,Medium,Refund Issued,No,Yes,North America,Standard,No
TKT-04986,2024-09-06 15:25:00,2024-09-06 18:17:00,Technical,Device not connecting,Laptop Pro,Chat,Resolved,Neutral,Agent_006,172,4,4,High,Technical Fix Applied,No,No,Middle East,Enterprise,No
TKT-04987,2023-06-06 07:32:00,2023-06-06 10:23:00,Shipping,Tracking not updating,Tablet S,Social Media,In Progress,Neutral,Agent_003,171,32,5,Medium,No Action Needed,No,No,Latin America,Standard,Yes
TKT-04988,2023-11-02 05:31:00,,Account,Profile update error,Tablet S,Email,Resolved,Neutral,Agent_037,,18,4,Low,Order Replaced,No,No,Europe,Standard,No
TKT-04989,2024-07-07 15:43:00,2024-07-07 19:25:00,Returns,Item not eligible for return,Wireless Earbuds,App,Escalated,Neutral,Agent_025,222,47,5,High,Escalated to Tier 2,Yes,No,Middle East,Standard,No
TKT-04990,2023-10-20 23:02:00,2023-10-21 05:22:00,Technical,Device not connecting,Phone Max,Phone,Resolved,Neutral,Agent_012,380,53,4,Medium,No Action Needed,No,No,North America,Standard,No
TKT-04991,2023-01-29 09:12:00,2023-01-29 13:26:00,Product,Missing parts,SmartWatch X,App,Resolved,Neutral,Agent_009,254,19,5,Low,Follow-up Scheduled,No,No,North America,Premium,No
TKT-04992,2023-01-24 10:47:00,2023-01-24 12:16:00,General Inquiry,Product availability,SmartWatch X,Phone,Closed,Neutral,Agent_030,89,43,4,Medium,Order Replaced,No,Yes,Europe,Enterprise,No
TKT-04993,2024-08-17 16:54:00,,Shipping,Tracking not updating,Laptop Pro,Phone,Resolved,Negative,Agent_023,,33,1,Critical,Information Provided,No,No,Middle East,Standard,No
TKT-04994,2024-08-21 12:44:00,2024-08-21 17:35:00,Account,Account locked,Phone Max,Social Media,Resolved,Neutral,Agent_038,291,24,3,Medium,Order Replaced,No,No,Europe,Standard,No
TKT-04995,2023-05-08 20:32:00,2023-05-08 22:04:00,Technical,App keeps crashing,Tablet S,App,Resolved,Negative,Agent_002,92,24,5,High,Escalated to Tier 2,No,No,Middle East,Standard,No
TKT-04996,2024-10-20 04:00:00,2024-10-20 10:18:00,Shipping,Tracking not updating,Tablet S,Chat,Escalated,Negative,Agent_013,378,34,4,Medium,No Action Needed,No,Yes,Europe,Premium,No
TKT-04997,2023-03-23 22:35:00,,Account,Two-factor auth problem,Laptop Pro,App,Pending,Neutral,Agent_024,,41,4,Medium,Account Updated,No,Yes,Latin America,Premium,Yes
TKT-04998,2023-10-30 20:10:00,,Returns,Return window expired,SmartWatch X,Social Media,Resolved,Neutral,Agent_021,,33,5,Low,Information Provided,No,No,Asia Pacific,Enterprise,No
TKT-04999,2024-10-22 20:40:00,2024-10-23 00:17:00,Billing,Wrong amount billed,Phone Max,Phone,Pending,Neutral,Agent_002,217,58,2,High,Order Replaced,No,No,North America,Standard,Yes
TKT-05000,2024-12-03 04:18:00,2024-12-03 10:24:00,Technical,Device not connecting,Phone Max,Email,Resolved,Negative,Agent_049,366,59,4,Medium,Account Updated,No,No,Europe,Standard,Yes
TKT-05001,2023-09-19 09:16:00,2023-09-19 14:30:00,Shipping,Package damaged,Router Plus,App,Pending,Neutral,Agent_008,314,59,5,Low,No Action Needed,Yes,No,Europe,Premium,No
TKT-05002,2024-01-13 12:08:00,2024-01-13 19:11:00,Shipping,Tracking not updating,Router Plus,Phone,Resolved,Neutral,Agent_027,423,46,5,Low,Information Provided,No,No,Europe,Standard,Yes
TKT-05003,2024-12-05 09:46:00,2024-12-05 16:10:00,Shipping,Tracking not updating,Camera 4K,Email,Escalated,Neutral,Agent_003,384,5,3,Low,Refund Issued,No,Yes,Middle East,Premium,Yes
TKT-05004,2024-03-19 21:25:00,2024-03-20 03:13:00,Returns,Return window expired,Laptop Pro,App,Closed,Negative,Agent_045,348,9,4,Medium,Information Provided,No,No,North America,Premium,Yes
TKT-05005,2024-07-27 08:22:00,2024-07-27 10:09:00,Product,Product not as described,Phone Max,Phone,Resolved,Neutral,Agent_017,107,37,4,Medium,Account Updated,No,Yes,North America,Standard,Yes
TKT-05006,2024-05-30 17:31:00,,Product,Product defective,Laptop Pro,Phone,In Progress,Negative,Agent_027,,10,3,Medium,Refund Issued,Yes,No,Middle East,Premium,No
TKT-05007,2023-11-30 13:30:00,2023-11-30 20:02:00,Complaint,Rude agent interaction,Tablet S,Email,Escalated,Neutral,Agent_050,392,18,3,High,Account Updated,No,No,Latin America,Standard,No
TKT-05008,2023-01-17 04:00:00,2023-01-17 04:05:00,Product,Setup assistance needed,Smart TV,Social Media,Closed,Positive,Agent_026,5,12,5,Medium,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-05009,2024-01-25 02:51:00,2024-01-25 05:32:00,General Inquiry,Feature request,Laptop Pro,Email,Resolved,Neutral,Agent_035,161,12,1,Medium,Order Replaced,No,No,Middle East,Standard,No
TKT-05010,2023-06-06 05:19:00,2023-06-06 07:03:00,General Inquiry,Store hours,Tablet S,Chat,Resolved,Positive,Agent_006,104,37,1,Low,Account Updated,Yes,No,Europe,Standard,Yes
TKT-05011,2024-09-21 01:02:00,,General Inquiry,Pricing inquiry,Router Plus,App,Escalated,Positive,Agent_026,,41,3,Low,Escalated to Tier 2,No,Yes,Middle East,Standard,No
TKT-05012,2024-05-09 21:47:00,2024-05-10 02:34:00,Account,Password reset issue,Smart TV,Chat,Resolved,Neutral,Agent_010,287,58,5,High,Refund Issued,No,No,Europe,Standard,No
TKT-05013,2024-06-25 15:50:00,,Returns,Return label not received,Tablet S,Email,Resolved,Neutral,Agent_039,,14,4,High,Technical Fix Applied,No,No,Europe,Standard,No
TKT-05014,2023-11-04 11:43:00,2023-11-04 16:48:00,General Inquiry,Compatibility question,Wireless Earbuds,App,Resolved,Negative,Agent_003,305,46,4,Low,Follow-up Scheduled,No,No,North America,Premium,Yes
TKT-05015,2023-11-21 03:59:00,2023-11-21 06:22:00,Billing,Promo code not applied,Tablet S,Chat,Pending,Neutral,Agent_036,143,41,5,Medium,Technical Fix Applied,Yes,Yes,Europe,Standard,No
TKT-05016,2023-09-27 10:53:00,2023-09-27 11:55:00,Complaint,Rude agent interaction,Laptop Pro,Phone,Closed,Positive,Agent_001,62,34,5,High,Follow-up Scheduled,Yes,No,North America,Standard,Yes
TKT-05017,2024-03-11 05:47:00,2024-03-11 12:39:00,Billing,Wrong amount billed,SmartWatch X,Chat,Pending,Negative,Agent_010,412,31,5,High,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-05018,2024-08-22 20:29:00,2024-08-23 04:17:00,Billing,Subscription not cancelled,Camera 4K,App,Closed,Positive,Agent_007,468,46,5,Low,Order Replaced,Yes,Yes,Asia Pacific,Enterprise,Yes
TKT-05019,2023-06-01 04:12:00,2023-06-01 11:56:00,Complaint,Poor service experience,Laptop Pro,Social Media,Resolved,Neutral,Agent_013,464,31,5,High,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-05020,2024-03-11 05:42:00,,Account,Account locked,Wireless Earbuds,Social Media,Pending,Negative,Agent_033,,59,4,High,Follow-up Scheduled,Yes,No,Latin America,Standard,No
TKT-05021,2023-09-26 14:38:00,,Returns,Item not eligible for return,Laptop Pro,Phone,Closed,Neutral,Agent_024,,35,2,Medium,Order Replaced,No,No,Latin America,Premium,No
TKT-05022,2023-03-05 17:39:00,2023-03-05 23:50:00,Shipping,Wrong item delivered,SmartWatch X,Email,Pending,Neutral,Agent_037,371,7,4,Low,Escalated to Tier 2,No,No,Latin America,Standard,No
TKT-05023,2023-08-29 11:14:00,,Complaint,Repeated issues unresolved,Smart TV,Chat,Resolved,Negative,Agent_029,,55,3,Medium,Refund Issued,No,No,Asia Pacific,Premium,No
TKT-05024,2024-06-06 05:31:00,2024-06-06 06:09:00,Account,Subscription management,Wireless Earbuds,Email,Resolved,Neutral,Agent_007,38,25,5,Critical,No Action Needed,No,Yes,Asia Pacific,Standard,Yes
TKT-05025,2023-07-18 09:23:00,2023-07-18 16:23:00,Technical,Performance issues,SmartWatch X,Social Media,Pending,Negative,Agent_014,420,4,5,Low,Information Provided,No,No,Middle East,Enterprise,No
TKT-05026,2023-11-23 11:49:00,,Account,Two-factor auth problem,Camera 4K,Email,Escalated,Neutral,Agent_004,,41,4,High,No Action Needed,No,No,Europe,Standard,No
TKT-05027,2023-12-08 18:38:00,2023-12-08 22:40:00,Shipping,Package damaged,Smart TV,Email,Closed,Negative,Agent_007,242,51,4,High,Follow-up Scheduled,No,No,North America,Premium,No
TKT-05028,2024-01-25 01:49:00,2024-01-25 05:14:00,Billing,Subscription not cancelled,Tablet S,Phone,Pending,Negative,Agent_040,205,39,5,Low,Technical Fix Applied,No,Yes,Middle East,Standard,No
TKT-05029,2023-02-15 16:44:00,2023-02-16 00:35:00,Account,Profile update error,Phone Max,Phone,Pending,Positive,Agent_032,471,40,5,Medium,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-05030,2023-11-28 16:12:00,2023-11-28 16:49:00,Account,Two-factor auth problem,SmartWatch X,Phone,Pending,Neutral,Agent_016,37,8,1,High,Information Provided,No,No,Middle East,Premium,No
TKT-05031,2023-11-25 06:14:00,,Returns,Return window expired,Smart TV,Email,Resolved,Negative,Agent_031,,32,4,Medium,Information Provided,No,Yes,Asia Pacific,Standard,No
TKT-05032,2023-09-20 03:45:00,2023-09-20 10:36:00,Billing,Refund not received,Wireless Earbuds,Chat,Pending,Positive,Agent_025,411,33,4,Medium,Order Replaced,No,No,North America,Premium,No
TKT-05033,2024-03-27 02:31:00,,Complaint,Rude agent interaction,Wireless Earbuds,Social Media,Resolved,Positive,Agent_049,,20,5,Medium,Refund Issued,Yes,No,Europe,Premium,No
TKT-05034,2023-10-23 11:36:00,2023-10-23 14:03:00,Complaint,Poor service experience,SmartWatch X,Social Media,Pending,Negative,Agent_027,147,20,2,High,Account Updated,Yes,Yes,Europe,Standard,No
TKT-05035,2024-12-02 02:49:00,2024-12-02 03:47:00,Account,Two-factor auth problem,Tablet S,Phone,Resolved,Neutral,Agent_007,58,11,4,Low,No Action Needed,No,Yes,North America,Premium,Yes
TKT-05036,2024-03-13 11:56:00,2024-03-13 16:37:00,Account,Profile update error,Router Plus,Social Media,Pending,Negative,Agent_037,281,29,5,Low,Escalated to Tier 2,No,No,Latin America,Standard,No
TKT-05037,2023-04-25 20:10:00,2023-04-26 01:19:00,Technical,Performance issues,Phone Max,App,Resolved,Negative,Agent_008,309,49,5,Medium,Information Provided,No,No,Middle East,Standard,No
TKT-05038,2023-06-18 18:22:00,2023-06-18 21:44:00,Returns,Exchange requested,Phone Max,Email,Closed,Neutral,Agent_019,202,18,4,Low,Escalated to Tier 2,No,No,North America,Premium,No
TKT-05039,2024-10-06 20:31:00,,Technical,Login not working,Laptop Pro,Phone,Pending,Neutral,Agent_030,,36,3,High,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-05040,2024-06-25 20:48:00,2024-06-25 21:43:00,Returns,Return window expired,Wireless Earbuds,Chat,Pending,Negative,Agent_001,55,59,4,Medium,Escalated to Tier 2,Yes,No,Latin America,Premium,No
TKT-05041,2023-04-14 19:15:00,2023-04-14 21:37:00,General Inquiry,Feature request,Camera 4K,Chat,Resolved,Negative,Agent_040,142,10,5,Medium,Escalated to Tier 2,No,No,Asia Pacific,Standard,Yes
TKT-05042,2023-04-22 02:20:00,,General Inquiry,Compatibility question,SmartWatch X,Phone,In Progress,Neutral,Agent_036,,23,5,Low,Refund Issued,No,No,North America,Standard,Yes
TKT-05043,2023-10-15 00:16:00,2023-10-15 01:15:00,Technical,Performance issues,Laptop Pro,Phone,Resolved,Positive,Agent_002,59,45,5,Low,Refund Issued,No,No,Asia Pacific,Enterprise,No
TKT-05044,2024-02-04 01:25:00,2024-02-04 05:36:00,Account,Subscription management,Phone Max,Chat,Resolved,Neutral,Agent_001,251,36,4,Medium,No Action Needed,No,No,Latin America,Premium,Yes
TKT-05045,2024-11-02 06:28:00,2024-11-02 14:28:00,Billing,Wrong amount billed,Router Plus,App,Pending,Positive,Agent_015,480,58,5,Medium,Refund Issued,No,No,Middle East,Standard,Yes
TKT-05046,2023-12-06 00:26:00,2023-12-06 08:23:00,Billing,Wrong amount billed,Router Plus,Social Media,Resolved,Positive,Agent_007,477,60,4,High,Technical Fix Applied,No,No,Latin America,Premium,No
TKT-05047,2023-09-12 15:26:00,2023-09-12 19:13:00,Product,Warranty claim,SmartWatch X,Email,Resolved,Negative,Agent_050,227,6,5,High,Account Updated,Yes,Yes,North America,Standard,No
TKT-05048,2023-10-05 22:07:00,2023-10-06 04:03:00,Returns,Item not eligible for return,Smart TV,Email,Resolved,Negative,Agent_045,356,53,2,Medium,Account Updated,No,No,North America,Standard,No
TKT-05049,2023-05-03 16:34:00,2023-05-04 00:17:00,Technical,App keeps crashing,Smart TV,Email,Resolved,Negative,Agent_011,463,11,3,Low,No Action Needed,No,No,Asia Pacific,Premium,Yes
TKT-05050,2024-05-02 22:06:00,2024-05-03 05:51:00,Returns,Refund not processed,SmartWatch X,Phone,Closed,Positive,Agent_039,465,45,5,Low,Refund Issued,No,No,Middle East,Standard,Yes
TKT-05051,2023-07-12 21:54:00,2023-07-13 03:45:00,Complaint,Repeated issues unresolved,Smart TV,Phone,Resolved,Neutral,Agent_012,351,29,4,Critical,Account Updated,No,Yes,Europe,Enterprise,No
TKT-05052,2023-04-10 23:05:00,,Shipping,Tracking not updating,Router Plus,Chat,Closed,Neutral,Agent_024,,45,5,Low,Refund Issued,Yes,No,Europe,Standard,No
TKT-05053,2024-02-22 16:18:00,2024-02-22 17:02:00,Shipping,Order not arrived,Smart TV,Chat,Pending,Negative,Agent_003,44,47,5,Medium,Account Updated,No,No,Middle East,Premium,Yes
TKT-05054,2024-03-04 10:57:00,2024-03-04 14:29:00,Product,Missing parts,Phone Max,Email,Escalated,Neutral,Agent_011,212,26,4,Critical,Order Replaced,No,No,Latin America,Standard,No
TKT-05055,2023-11-18 03:47:00,2023-11-18 09:34:00,General Inquiry,Compatibility question,Tablet S,Social Media,Resolved,Negative,Agent_012,347,47,5,Critical,Technical Fix Applied,Yes,No,Europe,Premium,Yes
TKT-05056,2023-10-21 11:19:00,2023-10-21 15:01:00,General Inquiry,Store hours,Router Plus,Chat,Closed,Positive,Agent_012,222,28,4,Low,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-05057,2023-06-15 12:36:00,2023-06-15 16:40:00,Complaint,Repeated issues unresolved,Laptop Pro,Social Media,Resolved,Neutral,Agent_009,244,14,5,High,Follow-up Scheduled,No,No,Middle East,Standard,No
TKT-05058,2023-06-22 11:56:00,2023-06-22 12:58:00,Technical,Login not working,Router Plus,Social Media,Resolved,Neutral,Agent_004,62,14,2,Critical,Order Replaced,Yes,No,Middle East,Standard,No
TKT-05059,2024-01-09 15:43:00,2024-01-09 17:21:00,Technical,App keeps crashing,Laptop Pro,Social Media,Resolved,Neutral,Agent_013,98,27,3,High,Refund Issued,Yes,No,North America,Standard,No
TKT-05060,2023-08-15 03:16:00,2023-08-15 04:02:00,Billing,Refund not received,Smart TV,App,Resolved,Positive,Agent_042,46,16,5,High,No Action Needed,No,Yes,North America,Standard,No
TKT-05061,2024-10-09 13:12:00,,Billing,Refund not received,Wireless Earbuds,Social Media,Resolved,Positive,Agent_044,,27,5,Medium,Escalated to Tier 2,Yes,No,Middle East,Standard,Yes
TKT-05062,2024-04-06 00:33:00,2024-04-06 02:33:00,Shipping,Package damaged,Phone Max,Phone,Pending,Negative,Agent_007,120,8,5,Critical,Order Replaced,No,No,Middle East,Premium,No
TKT-05063,2024-11-02 14:40:00,2024-11-02 15:24:00,Product,Warranty claim,Smart TV,Chat,Resolved,Negative,Agent_024,44,49,4,High,No Action Needed,No,No,Asia Pacific,Standard,No
TKT-05064,2023-10-12 08:38:00,2023-10-12 09:29:00,General Inquiry,Store hours,Router Plus,Email,Closed,Neutral,Agent_045,51,15,5,High,Account Updated,No,No,Latin America,Premium,Yes
TKT-05065,2023-03-29 20:22:00,2023-03-29 22:49:00,Shipping,Tracking not updating,Tablet S,Email,Pending,Neutral,Agent_039,147,36,1,Medium,Refund Issued,No,No,Latin America,Standard,No
TKT-05066,2023-10-21 17:33:00,,Technical,Performance issues,Smart TV,Social Media,Resolved,Negative,Agent_050,,27,1,Low,No Action Needed,No,No,Europe,Premium,No
TKT-05067,2023-09-01 02:28:00,2023-09-01 06:33:00,Complaint,Long wait times,Laptop Pro,Social Media,Resolved,Positive,Agent_027,245,6,2,Medium,Order Replaced,No,No,North America,Premium,No
TKT-05068,2024-11-26 01:02:00,2024-11-26 03:59:00,Complaint,Rude agent interaction,Tablet S,Phone,Closed,Positive,Agent_002,177,49,4,Critical,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-05069,2023-05-06 19:59:00,2023-05-07 02:19:00,Account,Two-factor auth problem,Router Plus,Chat,Resolved,Neutral,Agent_037,380,33,4,Medium,Technical Fix Applied,Yes,No,Europe,Premium,No
TKT-05070,2024-10-04 17:43:00,,Product,Product not as described,SmartWatch X,Chat,Resolved,Positive,Agent_033,,11,5,Medium,Escalated to Tier 2,No,No,North America,Standard,No
TKT-05071,2024-11-19 23:10:00,2024-11-20 01:41:00,Complaint,Misleading information given,Router Plus,Chat,Resolved,Neutral,Agent_033,151,42,5,Low,Account Updated,No,Yes,Europe,Standard,No
TKT-05072,2023-05-01 07:36:00,2023-05-01 14:30:00,Account,Account locked,Router Plus,App,Pending,Positive,Agent_021,414,56,4,Medium,Technical Fix Applied,No,No,Latin America,Standard,No
TKT-05073,2023-10-07 08:19:00,2023-10-07 14:55:00,Billing,Charged twice for order,Laptop Pro,Social Media,Pending,Negative,Agent_016,396,26,3,Low,No Action Needed,No,No,Latin America,Enterprise,Yes
TKT-05074,2024-01-25 03:12:00,,Shipping,Wrong item delivered,Tablet S,App,Pending,Negative,Agent_013,,16,4,Medium,Refund Issued,Yes,No,Latin America,Standard,No
TKT-05075,2024-08-14 02:28:00,2024-08-14 10:08:00,Complaint,Misleading information given,Camera 4K,Email,In Progress,Negative,Agent_018,460,29,2,Medium,Information Provided,Yes,No,Latin America,Premium,Yes
TKT-05076,2024-03-30 11:31:00,2024-03-30 18:33:00,Account,Account locked,Laptop Pro,Email,Closed,Neutral,Agent_005,422,20,2,Low,No Action Needed,No,Yes,Asia Pacific,Premium,No
TKT-05077,2024-11-14 04:34:00,2024-11-14 06:09:00,General Inquiry,Store hours,Smart TV,Phone,Resolved,Positive,Agent_047,95,51,4,Low,Order Replaced,No,No,Middle East,Premium,No
TKT-05078,2023-10-15 12:28:00,2023-10-15 14:59:00,Returns,Item not eligible for return,Camera 4K,App,Resolved,Positive,Agent_050,151,33,3,Medium,Information Provided,No,No,North America,Standard,No
TKT-05079,2023-10-01 05:28:00,2023-10-01 10:08:00,Billing,Charged twice for order,Wireless Earbuds,Social Media,Closed,Positive,Agent_008,280,8,4,Low,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-05080,2023-04-28 21:28:00,2023-04-29 01:50:00,Billing,Refund not received,Wireless Earbuds,Email,Resolved,Negative,Agent_041,262,22,4,High,Escalated to Tier 2,No,No,North America,Standard,No
TKT-05081,2023-04-27 04:20:00,2023-04-27 06:46:00,Account,Account locked,Phone Max,Phone,Pending,Neutral,Agent_044,146,7,1,Low,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-05082,2024-04-29 09:36:00,2024-04-29 13:08:00,Complaint,Rude agent interaction,Router Plus,Email,Resolved,Negative,Agent_003,212,46,5,Medium,Information Provided,No,Yes,North America,Premium,Yes
TKT-05083,2023-11-20 06:50:00,2023-11-20 14:22:00,Complaint,Repeated issues unresolved,Wireless Earbuds,App,Resolved,Positive,Agent_007,452,19,5,Medium,Information Provided,No,No,Middle East,Premium,Yes
TKT-05084,2024-05-17 14:59:00,2024-05-17 18:08:00,Complaint,Misleading information given,Smart TV,Phone,Resolved,Negative,Agent_020,189,12,5,Medium,Technical Fix Applied,No,No,Latin America,Standard,Yes
TKT-05085,2024-09-07 07:33:00,,Shipping,Order not arrived,Tablet S,Email,Escalated,Positive,Agent_042,,43,5,Medium,Follow-up Scheduled,Yes,No,Latin America,Standard,Yes
TKT-05086,2024-03-15 22:28:00,2024-03-15 23:07:00,Complaint,Repeated issues unresolved,Smart TV,Email,Resolved,Negative,Agent_025,39,24,4,Medium,Account Updated,No,Yes,Latin America,Standard,No
TKT-05087,2023-08-11 12:40:00,2023-08-11 15:06:00,Shipping,Order not arrived,Wireless Earbuds,App,Resolved,Negative,Agent_031,146,16,4,Low,Order Replaced,No,No,Europe,Standard,Yes
TKT-05088,2024-11-02 22:10:00,2024-11-02 23:38:00,Shipping,Package damaged,SmartWatch X,App,Closed,Neutral,Agent_012,88,20,4,High,Follow-up Scheduled,Yes,Yes,Europe,Standard,Yes
TKT-05089,2024-03-20 15:32:00,,General Inquiry,Product availability,Phone Max,Phone,Resolved,Neutral,Agent_038,,24,5,Low,Account Updated,Yes,No,Asia Pacific,Standard,No
TKT-05090,2024-07-24 14:32:00,,General Inquiry,Pricing inquiry,Smart TV,Chat,Pending,Neutral,Agent_025,,24,4,Low,Follow-up Scheduled,Yes,No,Latin America,Standard,No
